Class	FDP	FAO	QD	FSAF	FSAR	FXX	LEN	HRUN	RBI	VARB	STB	STBP	MLLD	SSEN	SSEP	SSSB	QUAL	GQ
F	267	267	31.5277	178	89	0.00743467	1	4	0.22367	0.00134506	0.5	1	15.5728	0	0.294118	0.0400832	2104.48	99
F	21	16	24.1882	2	14	0.124948	1	7	0.146238	0.0159361	0.51722	0.64	9.75778	0	0	0.069999	126.988	11
F	199	199	17.8304	97	102	0.00499975	120	4	0.23053	-0.00424702	0.5	1	13.8276	0	0.380952	0.0646877	50	99
F	86	85	36.4451	19	66	0.0444395	1	1	0.039874	0.000825533	0.5	1	199.754	0	0	0	783.57	3
F	146	111	21.4616	63	48	0.0135126	1	6	0.834209	-0.0273675	0.5	1	8.21204	0	0.378378	0.578859	783.35	48
F	49	49	14.8824	26	23	0.109071	1	5	0.208112	0.00180592	0.5	1	10.1043	0.435897	0	-0.0695524	182.309	37
F	113	0	4.36436	0	0	0.137394	2	2	0.024069	0	0.5	1	111.612	0	0	0.335646	123.293	39
F	81	35	1.31481	7	28	0.0121936	118	2	0.197007	0.0708085	0.589699	0.33	19.0864	0	0	-0.292182	50	99
F	73	61	28.4723	40	21	0.0135117	1	5	0.31383	-0.0323924	0.506171	0.525	14.6704	0.333333	0.410256	-0.0396459	519.619	7
F	31	13	11.1621	1	12	0.0312402	1	1	0.128916	0.0177508	0.834126	0.011	126.991	0	0	-0.448782	86.5059	56
F	159	159	16.4854	36	123	0.0479013	1	4	0.24844	0.00176103	0.5	1	11.0636	0	0.378378	0.031843	655.295	99
F	229	223	37.7214	102	121	0.0296598	1	1	0.0208075	-0.00669377	0.5	1	212.699	0	0	0.00628507	2159.55	8
F	47	31	16.3695	8	23	0.129606	1	5	0.574992	0.0611081	0.5	1	10.1004	0	0	0.133876	192.342	10
F	27	11	20.6995	1	10	0	2	15	0.287611	0.0294855	0.5	1	5.93771	0	0	0	139.721	33
F	97	97	20.2646	17	80	0	2	5	0.246351	0.00363506	0.5	1	23.6744	0.4	0	0.0703838	491.415	98
F	219	219	22.7082	98	121	0.0179364	1	0	0.0989022	0.000728296	0.5	1	45.1408	0	0	-0.240276	1243.28	99
F	21	21	16.9184	7	14	0.0454339	1	7	0.202688	0.00098471	0.5	1	9.02888	0	0	0.0761434	88.8217	20
F	65	65	12.6559	28	37	0.0151492	1	7	0.171369	0.00790337	0.5	1	8.84884	0	0	0.0435506	205.658	38
F	43	0	5.54782	0	0	0.104145	2	1	0.0229473	0	0.5	1	179.661	0	0	0.563062	59.639	17
F	42	0	18.6716	0	0	0	2	4	0.348869	-0.0339926	0.5	1	7.61343	0.365079	0	0.327806	196.052	42
F	262	0	30.7391	0	0	0.0223872	2	4	0.392354	0	0.5	1	7.03704	0	0.294118	-0.102781	2013.41	92
F	48	48	38.3687	10	38	0.020404	1	1	0.0605584	0.000270474	0.5	1	169.671	0	0	0	460.425	22
F	282	233	37.398	122	111	0.0440663	120	1	0.0326173	-0.00773532	0.5	1	181.475	0	0	0.0109218	50	99
F	243	243	38.1283	148	95	0.00409819	1	1	0.0736513	0.000100572	0.5	1	35.8499	0	0	5.93222e-08	2316.3	99
F	70	70	21.7575	27	43	0.0140825	1	0	0.0393949	2.38283e-05	0.5	1	226.284	0	0	0.779444	380.756	83
F	12	8	9.13308	2	6	0.076864	1	5	0.0903895	0.0317554	0.749373	0.04	21.5543	0	0	-0.429216	27.3992	6
F	353	181	8.17412	98	83	0	1	1	0.0111765	0.0354144	0.532957	0.177	67.3684	0	0	0.640822	721.366	99
F	73	62	27.3392	57	5	0.0874891	1	5	0.13395	0.0161247	0.5	1	13.7331	0	0.395349	-0.157095	498.94	8
F	337	337	18.2767	179	158	0.0842368	1	6	0.185714	0.0578578	0.5	1	8.57123	0	0	-0.112983	1539.81	59
F	38	32	29.8053	27	5	0	2	7	0.623963	-0.023613	0.5	1	16.6214	0	0	0	283.15	6
F	61	44	10.2626	36	8	0.197342	1	8	0.355359	-0.0515239	0.5	1	6.32286	0	0	0.41082	156.504	3
F	26	22	6.3186	9	13	0	1	8	0.173944	0.154147	0.514375	0.74	7.42843	0	0	-0.165392	41.0709	3
F	86	0	36.4451	0	0	0.0444395	2	1	0.0780802	0.0138452	0.5	1	195.616	0	0	-3.97126e-08	783.57	3
F	185	184	37.8148	53	131	0.00537606	1	1	0.0878695	0.0019322	0.5	1	65.2735	0	0	0	1748.93	41
F	136	48	38.1999	30	18	0.0285694	1	1	0.0499957	0.00070333	0.5	1	156.608	0	0	0	1298.8	45
F	86	74	6.58228	28	46	0.0752607	1	11	0.27364	0.120464	0.520828	0.146	4.28365	0	0	0.278509	141.519	10
F	205	149	37.6476	81	68	0	1	0	0.0881076	-0.00416372	0.5	1	143.303	0	0	0	1929.44	99
F	123	85	4.15809	55	30	0.0751823	1	0	0.139426	0.0870203	0.531339	0.304	14.6048	0	0	0.287673	127.861	16
F	59	24	22.1033	2	22	0.0166639	2	15	0.053279	0.0257224	0.5	1	8.11107	0	0	0.0394551	326.023	76
F	75	34	21.6748	10	24	0.0131562	2	15	0.028533	0.0305208	0.5	1	6.42623	0	0	0.0434393	406.402	99
F	18	18	15.4242	10	8	0	1	0	0.12927	0.0101842	0.5	1	189.604	0	0	-0.705668	69.4087	16
F	78	16	3.50635	7	9	0	1	1	0.0457671	0.0358294	0.674799	0.146	118.181	0	0	-0.270878	68.3739	29
F	130	82	26.4481	0	82	0.0579668	1	6	0.499091	0.0102032	0.5	1	9.28664	0	0	0	859.563	99
F	274	274	22.8332	86	188	0	1	4	0.201893	-0.0021918	0.5	1	14.3043	0.391608	0	0.185005	1564.07	53
F	62	62	13.6696	23	39	0.0158705	1	4	0.175022	0.00588394	0.5	1	7.56418	0	0.372093	0	211.879	52
F	291	291	36.7142	113	178	0.0135589	1	1	0.172313	0.00103322	0.5	1	211.125	0	0	-0.00690313	2670.96	99
F	379	379	10.0497	185	194	0.0524987	1	8	0.24399	-0.0164187	0.5	1	7.12539	0	0	-0.0494485	952.211	99
F	105	0	30.4879	0	0	0.0454504	1	6	1.92096	0.0534866	0.5	1	10.3994	0	0.372093	-0.538996	800.307	12
F	24	0	3.54662	0	0	0.039984	2	6	0.215138	0	0.5	1	17.1092	0	0	-0.438863	21.2797	11
F	62	22	12.0011	16	6	0.0746157	1	6	0.119021	0.16008	0.601059	0.152	8.37463	0.338462	0	0.45071	186.017	64
F	56	19	12.6091	6	13	0	1	1	0.0471571	0.0179591	0.628892	0.165	169.629	0	0	-0.273901	176.528	75
F	49	26	31.898	20	6	0	1	3	0.88257	0.0548769	0.5	1	14.0543	0.387755	0	-0.632751	390.75	90
F	113	0	4.36436	0	0	0.137394	2	2	0.024069	0	0.5	1	111.612	0	0	0.335646	123.293	39
F	186	68	0.533828	27	41	0	1	2	0.193103	0.00329025	0.663078	0.002	13.7776	0	0	-0.290998	24.823	24
F	161	161	10.8829	71	90	0.198995	1	6	0.235517	-0.00617022	0.5	1	8.43153	0	0	-0.891932	438.038	82
F	229	0	4.16197	0	0	0.254063	7	1	0.0720157	0.0591245	0.5	1	95.1262	0	0	0.488622	238.273	78
F	256	98	0.350993	48	50	0.0038909	1	6	0.13997	0.114639	0.537498	0.378	7.39559	0	0.448276	0.00695639	22.4635	22
F	106	98	10.4508	54	44	0	1	0	0.228172	0.167823	0.515219	0.293	15.9389	0	0	-0.0848136	276.947	25
F	360	360	7.96772	248	112	0.0374322	1	8	0.176757	-0.0217431	0.5	1	5.85439	0	0	-0.0968766	717.094	99
F	37	37	16.8882	22	15	0	1	4	0.200034	0.0115486	0.5	1	9.53271	0	0.372093	0	156.215	36
F	62	62	10.3312	32	30	0	1	7	0.195481	0.00806179	0.5	1	7.19556	0	0	-0.0236528	160.134	30
F	19	7	14.7774	0	7	0	1	0	0.126963	0.202342	0.997333	0.197	42.7409	0	0	-0.683376	70.1927	29
F	34	31	30.2052	21	10	0.105235	2	6	0.229819	0.0123017	0.512187	0.589	22.8684	0	0.410256	-0.0831816	256.744	6
F	366	366	14.8456	166	200	0.00543463	1	6	0.0517745	0.000355262	0.5	1	9.51529	0	0	-0.0191281	1358.38	99
F	24	0	3.54662	0	0	0.039984	2	6	0.215138	0	0.5	1	17.1092	0	0	-0.438863	21.2797	11
F	132	132	19.4912	25	107	0.0222206	2	5	0.185715	0.00155188	0.5	1	17.9675	0.404255	0	-0.0185227	643.211	99
F	96	96	22.4528	39	57	0.0204061	1	6	0.242266	0.00894803	0.5	1	10.3799	0	0.444444	-0.195847	538.868	22
F	21	21	23.5994	15	6	0	1	0	0.133372	0.000542862	0.5	1	234.107	0	0	0.0628903	123.897	26
F	267	0	31.5277	0	0	0.00743467	2	4	0.363085	0	0.5	1	7.89142	0	0.294118	-0.301189	2104.48	99
F	23	9	8.12357	8	1	0	1	0	0.0543903	0.180762	0.810772	0.03	59.4347	0	0	0.709845	46.7105	24
F	49	15	4.20741	13	2	0.0925755	1	5	0.165368	0.169539	0.669836	0.163	8.00009	0.367232	0	0.308711	51.5407	27
F	43	22	2.56894	5	17	0.0227221	2	5	0.215783	0.141528	0.780541	0.001	19.6497	0	0	-0.679096	27.6161	26
F	109	100	30.4278	48	52	0.00909008	1	5	0.170381	0.00699852	0.5	1	14.1464	0.425	0	0.033489	829.158	3
F	284	0	28.3423	0	0	0.0138884	2	5	0.207549	0	0.5	1	5.76822	0.425	0	0.42702	2012.3	30
F	30	0	14.0199	0	0	0.117612	96	1	0.0220908	0	0.5	1	169.332	0	0	0.766476	50	99
F	399	399	37.3899	217	182	0.00249994	1	1	0.0698618	0.0426445	0.5	1	28.2498	0	0	0	3729.64	99
F	211	161	23.8864	106	55	0.0321086	1	6	0.596278	-0.101973	0.5	1	10.0626	0	0	-0.477048	1260.01	62
F	40	25	3.46056	19	6	0	1	1	0.0644277	0.144079	0.575693	0.264	8.86803	0	0	-0.106524	34.6056	10
F	42	42	18.6716	8	34	0	1	4	0.246644	0.0136588	0.5	1	12.0014	0.365079	0	0.160153	196.052	42
T	123	123	22.8006	63	60	0.00806387	3	3	0.090995	-0.000572921	0.5	1	173.357	0	0	-3.56602e-08	701.118	99
T	232	149	5.87866	88	61	0.0292875	3	1	0.00693134	0.00192171	0.563735	0.014	307.008	0	0	-0.115631	340.963	34
T	18	18	23.6005	8	10	0	6	2	0.0179907	4.01438e-05	0.5	1	317.311	0	0	-4.126e-08	106.202	23
T	119	59	2.65897	30	29	0.0165276	3	2	0.0104998	0.0198385	0.588039	0.073	317.337	0	0	0.158702	79.1045	78
T	106	64	5.17585	32	32	0.00934492	2	1	0.0130833	0.00110112	0.509431	0.805	264.634	0	0	-0.0121962	137.16	31
T	110	48	21.5625	18	30	0.0265463	2	1	0.0181551	0.00661745	0.526305	0.141	217.994	0	0	-0.0419465	592.97	50
T	209	205	21.92	106	99	0.0141503	3	2	0.0295524	0.000919856	0.500327	0.897	243.103	0	0	0.000271964	1145.32	99
T	109	63	4.26102	36	27	0.00909008	1	1	0.0724268	0.000604755	0.516124	0.724	163.791	0	0	-0.091819	116.113	43
T	137	137	23.5559	70	67	0.00724585	3	1	0.00513048	1.72908e-06	0.5	1	297.606	0	0	0	806.789	99
T	110	62	4.16038	29	33	0.0598239	6	3	0.0146627	-0.00681882	0.559328	0.164	279.864	0	0	0.127334	114.411	46
T	188	108	4.21738	49	59	0.0208322	6	1	0.0119301	0.00924654	0.54101	0.198	306.318	0	0	-0.0724979	198.217	68
T	175	168	20.1988	95	73	0.0056815	3	4	0.0292938	0.000500033	0.500242	0.998	311.263	0	0	-0.0108644	883.697	99
T	111	101	37.1248	51	50	0.0176975	3	1	0.0596604	0.0107123	0.5	1	311.209	0	0	0	1030.21	4
T	134	79	4.67441	19	60	0.0218962	1	2	0.00723695	-0.0105289	0.507821	0.888	33.0282	0	0	-0.0250525	156.593	44
T	289	150	2.93902	72	78	0.0524573	3	5	0.0216565	0.000174573	0.509433	0.724	53.8651	0	0.492958	0.0126436	212.344	99
T	138	72	3.11708	42	30	0.0142847	2	2	0.0238924	0.00956307	0.526309	0.528	59.597	0	0	-0.00548473	107.539	80
T	116	116	23.3429	48	68	0.0333306	1	2	0.0816997	-0.00131646	0.5	1	25.2904	0	0	3.52354e-08	676.945	99
T	123	47	0.96449	29	18	0.263457	4	1	0.00385454	-0.00402722	0.57382	0.216	312.258	0	0	0.120907	29.6581	29
T	132	116	15.4462	54	62	0	3	2	0.0329193	0.00369029	0.519368	0.257	277.371	0	0	0.0399706	509.724	39
T	277	262	19.2599	163	99	0.0177299	3	1	0.0989097	0.00326405	0.510293	0.176	339.968	0	0	-0.0858615	1333.74	99
T	250	250	23.5787	102	148	0.0196071	3	1	0.0312541	-5.82795e-06	0.5	1	364.992	0	0	5.8691e-08	1473.67	99
T	236	85	0.632764	39	46	0.00840301	14	2	0.008447	-0.00846959	0.541167	0.354	281.727	0	0	-0.0234007	50	99
T	266	107	1.07807	16	91	0.011152	3	1	0.015063	0.000586479	0.774015	0	307.927	0	0	-0.481203	71.692	71
T	174	81	1.21047	44	37	0.00571396	1	5	0.0953509	0.0246662	0.502789	0.953	12.3127	0.358974	0	0.0106835	52.6554	52
T	137	52	0.936276	17	35	0.00724585	3	0	0.029813	0.0412642	0.615971	0.034	286.645	0	0	-0.222525	32.0674	32
T	61	60	22.0525	33	27	0.0161264	6	2	0.00862306	-0.000162563	0.509088	0.319	369.61	0	0	0.0177973	336.301	64
T	237	237	23.2954	113	124	0.00836785	3	2	0.0294404	0.00013083	0.5	1	375.05	0	0	-3.10833e-08	1380.25	99
T	35	35	23.9377	24	11	0.0277701	2	2	0.000593844	-6.31077e-07	0.5	1	121.962	0	0	0	209.455	44
T	396	246	1.62609	129	117	0.00999975	1	8	0.0786349	0.0906772	0.508464	0.669	5.75264	0	0	-0.0259279	160.983	35
T	69	34	2.88426	12	22	0	3	1	0.0195141	0.0318135	0.554882	0.439	162.997	0	0	0.110009	49.7535	48
T	399	205	2.78989	97	108	0.00249994	1	2	0.131059	0.00635065	0.562919	0.009	29.3016	0	0	-0.10394	278.292	99
T	147	57	1.01857	26	31	0.0067563	3	1	0.0114234	0.0344838	0.527909	0.634	189.542	0	0	0.0441351	37.4324	37
T	70	52	9.74493	40	12	0.0277739	18	1	0.0206063	0.0206136	0.516711	0.66	270.67	0	0	0.0741671	170.536	3
T	52	52	23.7471	30	22	0.0188644	2	2	0.0206539	2.72343e-05	0.5	1	133.602	0	0	0	308.713	65
T	154	78	2.82327	27	51	0.0064512	3	2	0.0178898	-0.0109873	0.526052	0.533	217.649	0	0	-0.0379534	108.696	99
T	50	50	22.9383	24	26	0	1	1	0.183603	0.00617328	0.5	1	27.3286	0	0	4.46901e-08	286.729	61
T	131	62	16.7845	35	27	0.0774593	3	1	0.0394339	0.000531439	0.539252	0.128	161.254	0	0	-0.0695697	549.692	72
T	314	170	2.99226	91	79	0.00632891	1	5	0.0658029	-0.00255651	0.52543	0.33	16.6418	0	0	-0.0366571	234.892	99
T	179	90	2.69417	58	32	0.0110491	3	3	0.0249972	0.00636985	0.560885	0.111	268.368	0	0	0.153393	120.564	99
T	246	246	23.5335	116	130	0.0120477	1	2	0.0519471	-0.000231967	0.5	1	34.9521	0	0	0	1447.31	99
T	25	25	23.4809	19	6	0.0384468	1	2	0.186416	-0.00127746	0.5	1	25.7554	0	0	-0.0237806	146.755	31
T	261	261	22.7321	66	195	0.0333321	2	2	0.0310365	-0.000482676	0.5	1	246.785	0	0	4.61672e-08	1483.27	99
T	310	310	22.4993	168	142	0.0282123	3	2	0.0422455	0.000205925	0.5	1	294.549	0	0	7.26228e-08	1743.7	99
T	152	90	16.027	45	45	0.0558972	3	1	0.0440516	0.00629317	0.523804	0.223	197.322	0	0	-0.0496925	609.025	18
T	166	92	3.78489	42	50	0.023528	9	3	0.0353244	0.0241297	0.507378	0.848	282.881	0	0	0.0134864	157.073	73
T	98	48	2.54485	33	15	0.0101	1	5	0.114618	0.0040057	0.549979	0.362	19.0522	0.363281	0	0.134308	62.3489	60
T	176	176	23.6286	77	99	0.022221	3	1	0.0301088	-1.20285e-05	0.5	1	177.711	0	0	0	1039.66	99
T	117	58	2.68265	29	29	0	1	0	0.0223652	0.0264542	0.538448	0.436	278.899	0	0	0.0347559	78.4675	77
T	184	184	23.1343	92	92	0.0160419	1	2	0.110958	0.000446832	0.5	1	23.4556	0	0	0.0070986	1064.18	99
T	91	49	3.71513	13	36	0.0714213	6	1	0.0185149	0.00381954	0.551702	0.336	305.037	0	0	-0.0751564	84.5191	48
T	57	51	16.5958	28	23	0	3	1	0.0107098	-0.000373552	0.505203	0.864	317.029	0	0	0.0148696	236.49	24
T	85	85	23.5941	41	44	0	1	1	0.0260037	0.00044403	0.5	1	35.1468	0	0	0	501.374	99
T	395	395	16.6694	207	188	0.0124997	1	6	0.0912532	0.00442689	0.5	1	11.4669	0.418605	0	-0.0189445	1646.1	99
T	64	40	5.94444	24	16	0.0153822	3	1	0.0353331	0.0288506	0.509799	0.86	199.796	0	0	0.0447047	95.1111	17
T	79	31	1.31997	6	25	0.102261	9	1	0.0304855	0.0398528	0.568815	0.41	242.954	0	0	-0.0246021	26.0693	26
T	73	73	25.8923	34	39	0.0135117	1	8	0.184925	0.000464704	0.5	1	11.406	0	0	-0.0723077	472.534	24
T	304	134	1.57741	75	59	0.0440238	3	1	0.00360791	0.0220844	0.569396	0.03	298.787	0	0	-0.0712056	119.883	99
T	86	82	19.8573	64	18	0	3	5	0.0502384	0.000984924	0.515148	0.299	330.818	0	0	0.325018	426.932	64
T	167	167	21.0198	54	113	0.0346801	1	3	0.0421945	0.00380631	0.5	1	18.6319	0.365854	0	-0.0135043	877.575	99
T	120	120	23.1957	75	45	0.00826378	1	1	0.138311	0.00203067	0.5	1	27.6936	0	0	0.00454135	695.872	99
T	237	102	1.46534	45	57	0.00836785	4	1	0.0014594	7.15253e-05	0.523149	0.542	256.078	0	0	-0.0415677	12	99
T	76	66	34.2436	48	18	0.0129853	1	2	0.0732531	-0.00144588	0.5	1	19.1245	0	0	-0.0113556	650.628	5
T	50	27	4.05016	5	22	0	3	1	0.0621993	0.0205954	0.674184	0.022	164.677	0	0	-0.29437	50.6271	30
T	86	86	22.6323	42	44	0.0444395	1	1	0.201829	-0.00280088	0.5	1	22.596	0	0	3.33478e-08	486.595	99
T	117	73	5.697	35	38	0.0714229	3	1	0.0204613	0.0376656	0.526556	0.492	146.573	0	0	0.0267201	166.637	27
T	318	318	22.7012	156	162	0.0062498	1	2	0.17353	0.000951	0.5	1	22.5448	0	0	0.0117912	1804.75	99
T	124	124	23.6716	65	59	0	3	1	0.0159477	8.9255e-06	0.5	1	302.191	0	0	0	733.82	99
T	120	113	18.9772	64	49	0.0163921	3	1	0.0838513	0.0066932	0.508163	0.492	270.191	0	0	0.0189558	569.317	77
T	139	139	23.0007	70	69	0	1	2	0.058843	0.000789951	0.5	1	24.0228	0	0	-0.0207891	799.273	99
T	116	60	3.08803	35	25	0.0569059	3	1	0.00299418	0.0354606	0.523453	0.625	273.946	0	0	0.0917301	89.5528	71
T	212	83	0.974714	27	56	0	1	2	0.103331	-0.00516888	0.571622	0.126	27.0796	0	0	-0.104114	51.6599	51
T	397	397	23.2908	262	135	0.00749981	1	3	0.126877	-0.000483428	0.5	1	31.8199	0	0	-0.00201776	2311.61	99
T	157	78	22.8091	21	57	0.0654723	3	1	0.0457751	0.0380519	0.5	1	59.4418	0	0	0.27181	895.256	99
T	62	62	23.5473	37	25	0.0461467	1	1	0.0601213	9.98778e-05	0.5	1	254.267	0	0	-0.0129329	364.983	76
T	107	107	23.6387	50	57	0.0446389	3	1	0.0370155	1.59975e-05	0.5	1	243.986	0	0	4.10807e-08	632.335	99
T	180	85	2.07317	36	49	0	1	0	0.021179	0.0290719	0.565173	0.128	285.034	0	0	0.139732	93.2925	93
T	122	53	1.64012	39	14	0.0686971	21	1	0.0226146	0.0362911	0.535129	0.572	236.902	0	0	-0.0422392	50.0237	50
T	227	227	23.1781	121	106	0.00873324	1	0	0.0410254	9.58775e-05	0.5	1	301.806	0	0	0.00451621	1315.36	99
T	189	182	20.4658	91	91	0.0104707	3	2	0.0392176	0.000880485	0.507936	0.293	272.607	0	0	0.0697501	967.011	99
T	120	53	1.8046	30	23	0.0476153	4	1	0.0105577	0.00639746	0.566013	0.243	343.123	0	0	0.110832	54.1381	54
T	73	73	22.9188	35	38	0	1	3	0.0498957	-0.000444359	0.5	1	23.7307	0	0	0	418.268	89
T	219	206	18.8183	114	92	0.0560321	3	1	0.0421525	0.00168412	0.532992	0	327.388	0	0	0.0581846	1030.3	99
T	58	58	23.3615	34	24	0	1	1	0.165508	0.00414269	0.5	1	36.2975	0	0	0.0200621	338.742	71
T	350	350	18.5922	181	169	0.0112991	1	6	0.165738	-0.00102559	0.5	1	13.9343	0	0	-0.0092144	1626.82	99
T	397	397	23.5278	187	210	0.00749981	1	0	0.0292438	-4.25681e-05	0.5	1	163.701	0	0	0.00177831	2335.14	99
T	276	276	23.5121	110	166	0.0107523	1	2	0.131356	-0.000839827	0.5	1	33.3717	0	0	0	1622.34	99
T	102	47	2.07589	21	26	0	3	1	0.0183749	0.0100914	0.545784	0.413	296.714	0	0	0.0373167	52.9352	52
T	209	209	23.4974	106	103	0.0233634	6	1	0.00884458	9.56059e-05	0.5	1	160.037	0	0	0.00464767	50	99
T	90	90	23.3914	44	46	0	1	1	0.0424467	8.5484e-06	0.5	1	213.695	0	0	3.42134e-08	526.307	99
T	161	84	3.10927	36	48	0.0529381	15	3	0.00853633	-1.33728e-05	0.556136	0.155	625.898	0.362319	0	-0.105438	125.148	92
T	180	91	2.77758	48	43	0.0109884	3	2	0.0311554	-0.0140465	0.516378	0.685	226.154	0	0	0.0397545	124.991	99
T	248	248	23.475	83	165	0.0197621	1	1	0.142206	0.000595237	0.5	1	31.044	0	0	-0.0057016	1455.45	99
T	149	149	20.1235	57	92	0	1	3	0.235447	-0.00121786	0.5	1	15.0094	0	0	-0.0345285	749.6	99
T	373	348	31.373	139	209	0.0209968	1	3	0.0595436	0.00388698	0.5	1	18.2701	0	0	-0.103718	2925.53	18
T	147	147	23.5869	86	61	0.0199987	15	1	0.02325	7.1758e-06	0.5	1	527.799	0	0	0	866.819	99
T	110	62	4.19278	45	17	0.0090082	5	2	0.0337929	-0.00283445	0.501844	0.985	313.008	0	0	0.037049	115.301	47
T	99	98	22.3879	42	56	0.0388312	3	1	0.0301915	0.00058044	0.504424	0.482	286.28	0	0	-3.17427e-08	554.1	99
T	85	85	22.5596	13	72	0.0116266	1	1	0.0802934	0.00173292	0.5	1	19.0033	0	0	-0.161378	479.392	99
T	196	196	22.5982	98	98	0.0150746	1	2	0.130822	0.00129175	0.5	1	23.6935	0	0	0.00518378	1107.31	99
T	48	23	21.5822	14	9	0.020404	2	1	0.0276353	0.0195574	0.5	1	204.2	0	0	0.10143	258.986	32
T	49	22	2.2189	10	12	0	4	1	0.0270185	0.0283142	0.505613	0.946	215.115	0	0	-0.0204309	27.1815	27
T	45	26	12.1436	12	14	0.117624	3	1	0.00237783	0.0831347	0.539762	0.545	146.966	0	0	0.0893511	136.616	74
T	190	190	23.2787	99	91	0.00523533	1	1	0.0697613	-0.000680412	0.5	1	27.9929	0	0	-0.00445432	1105.74	99
T	400	400	20.4583	184	216	0	1	2	0.048962	0.00037409	0.5	1	15.7714	0	0	-0.0532651	2045.83	99
T	48	48	23.732	19	29	0.058812	22	1	0.0231041	-5.0592e-06	0.5	1	451.842	0	0	0	284.784	60
T	52	49	19.1365	20	29	0.0188644	6	2	0.0181681	0.000646155	0.504473	0.802	328.891	0	0	0.00700306	248.774	36
T	117	98	13.4199	61	37	0.0999923	9	1	0.0152829	0.0174436	0.548139	0.022	279.08	0	0	-0.478299	392.532	19
T	166	93	3.89312	56	37	0.0621434	3	5	0.00682916	0.00620775	0.518445	0.604	292.275	0	0	0.108921	161.564	67
T	94	41	1.78672	29	12	0.0105252	3	0	0.0107645	-0.000741649	0.631424	0.03	288.375	0	0	0.249907	41.9879	41
T	392	197	2.54534	125	72	0.00759474	3	2	0.0274245	0.0499142	0.568159	0.004	229.43	0	0	0.104621	249.443	99
T	85	85	22.5231	37	48	0	1	3	0.105182	0.00167276	0.5	1	27.4558	0	0	-0.0137242	478.615	95
T	204	204	23.5836	103	101	0.00487781	15	3	0.0176517	4.51698e-06	0.5	1	617.832	0	0	4.11022e-08	1202.76	99
T	105	50	2.33775	16	34	0.00943307	3	1	0.0277753	0.0130332	0.515145	0.816	265.931	0	0	0.00615698	61.3658	61
T	305	140	1.81015	92	48	0.00326787	3	2	0.00661796	0.045413	0.570993	0.024	221.223	0	0	0.08713	138.024	99
T	200	200	20.9033	96	104	0.0099005	1	3	0.169301	-0.000649209	0.5	1	20.7655	0	0	-0.0221791	1045.17	99
T	78	78	23.6571	39	39	0.0249969	3	1	0.019051	1.85264e-05	0.5	1	265.648	0	0	0	461.314	97
T	100	50	2.84719	24	26	0.00990001	1	2	0.052056	-0.00253373	0.560363	0.26	32.8798	0	0	0.10929	71.1797	68
T	113	113	23.1056	54	59	0.00877116	1	1	0.060733	-0.000717486	0.5	1	24.2641	0	0	0.00825659	652.732	99
T	125	67	3.50404	30	37	0	1	0	0.00469495	-0.00475194	0.565326	0.138	306.661	0	0	0.119458	109.501	66
T	142	80	4.0837	33	47	0.077917	12	1	0.0109734	0.02022	0.594286	0.013	286.777	0	0	0	144.971	58
T	104	47	1.9967	27	20	0	3	2	0.00876979	-0.00600709	0.532306	0.565	270.844	0	0	-0.035596	51.9142	51
T	146	75	2.96394	46	29	0.0135126	3	2	0.00364808	0.005649	0.532621	0.445	271.739	0	0	-0.0618965	108.184	91
T	225	225	23.5073	82	143	0.0217382	1	0	0.0627765	7.49057e-05	0.5	1	158.022	0	0	0.00671063	1322.28	99
T	24	24	22.6431	16	8	0	1	2	0.124214	0.00664864	0.5	1	21.7504	0	0	0	135.859	29
T	136	84	5.43401	64	20	0.0144917	2	2	0.0339148	-0.00616351	0.524747	0.55	66.1034	0	0	-0.0222296	184.756	33
T	255	126	2.4871	72	54	0.0077818	3	2	0.0157548	0.0143664	0.587326	0.008	341.301	0	0	-0.173625	158.552	99
T	15	0	15.5215	0	0	0.117578	2	7	0.0609443	0.0472398	0.5	1	7.96169	0	0	0	58.2055	12
T	285	148	2.94987	108	40	0	5	2	0.0132385	-0.0119091	0.618745	0	328.616	0	0	0.225808	210.178	99
T	314	127	1.0762	20	107	0.0031745	2	1	0.00402787	0.0189071	0.850736	0	175.71	0	0	-0.639236	84.4817	84
T	73	73	23.311	38	35	0	1	1	0.0251383	-0.000227474	0.5	1	27.125	0	0	-0.0126112	425.426	90
T	100	100	10.9724	53	47	0	1	6	0.238317	0.00943561	0.5	1	7.2224	0	0	-0.405655	274.31	54
T	172	70	1.18627	40	30	0.022726	3	0	0.0148804	0.0127513	0.627416	0.008	252.607	0	0	0.203819	51.0095	51
T	261	261	19.7766	144	117	0	1	2	0.136763	-0.000771682	0.5	1	13.1182	0	0	0.0126813	1290.43	99
T	75	33	1.93744	13	20	0	6	1	0.0230215	0.00572484	0.520122	0.792	318.781	0	0	-0.0526424	36.3269	36
T	152	64	1.42822	30	34	0.0256394	3	1	0.0117627	0.0317813	0.589768	0.09	240.336	0	0	-0.173617	54.2722	54
T	61	25	1.52301	15	10	0.031741	3	3	0.0158296	-0.00278173	0.623279	0.127	308.576	0	0	0.135816	23.2259	23
T	43	43	23.5883	19	24	0.0227221	1	0	0.00164257	3.01193e-07	0.5	1	317.504	0	0	0	253.574	53
T	37	37	23.4887	22	15	0	1	1	0.0497401	0.00129159	0.5	1	31.7173	0	0	0.0373615	217.27	46
