Class	FDP	FAO	QD	FSAF	FSAR	FXX	LEN	HRUN	RBI	VARB	STB	STBP	MLLD	SSEN	SSEP	SSSB	QUAL	GQ
T	73	43	5.02124	20	23	0.0987532	3	1	0.0102198	0.0443316	0.528048	0.599	205.526	0	0	-0.0798991	91.6376	27
T	136	136	23.3536	79	57	0.0993312	4	1	0.0632919	-0.000100383	0.5	1	234.891	0	0	0.0695338	794.023	99
T	26	15	5.23248	10	5	0.212057	9	1	0.0510979	0.038265	0.555479	0.513	226.176	0	0	0.109955	34.0111	16
T	58	24	1.67718	22	2	0	3	1	0.026098	0.0121251	0.509251	0.965	399.406	0	0	0.0244954	24.3191	24
T	193	193	23.0063	89	104	0	1	2	0.07738	0.000760051	0.5	1	27.1646	0	0	0.00383016	1110.05	99
T	386	188	2.24412	129	59	0.0349991	1	1	0.0101766	0.0435212	0.523234	0.363	225.663	0	0	0.197617	216.557	99
T	92	91	22.866	54	37	0.079992	4	3	0.0223352	-0.000465183	0.504586	0.513	295.103	0	0.346154	5.68294e-08	525.917	99
T	247	116	2.05991	74	42	0.0313713	3	1	0.0168894	0.00943749	0.502489	0.953	137.087	0	0	-0.00815642	127.2	99
T	394	227	4.1429	121	106	0.0149996	35	2	0.0114665	-0.00291484	0.500045	0.999	1378.15	0	0	0.00506186	408.076	99
T	388	187	2.21057	86	101	0.0299992	3	2	0.00650111	-0.00550131	0.537541	0.148	272.575	0	0	-0.0823877	214.425	99
T	296	273	17.6073	161	112	0.0231015	15	1	0.093424	0.00348421	0.501522	0.873	279.568	0	0	0.0102596	50	99
T	211	211	22.5592	95	116	0.0231471	1	3	0.0859911	-0.000376926	0.5	1	22.2987	0.365854	0	0	1190	99
T	44	19	7.03837	14	5	0.169779	3	1	0.0499365	0.0778629	0.566401	0.503	140.88	0	0	0.363298	77.4221	77
T	105	61	4.51719	30	31	0.0707902	3	1	0.00548171	0.00334859	0.588885	0.046	345.041	0	0	-0.159716	118.576	40
T	99	53	3.55721	32	21	0.009999	3	3	0.0102764	0.0102511	0.528915	0.563	280.138	0	0	0.0744285	88.0409	55
T	147	147	22.1487	94	53	0.0067563	1	2	0.0365026	0.000430702	0.5	1	19.5954	0	0	-0.0781097	813.966	99
T	74	38	3.20612	18	20	0	3	1	0.0158832	0.0166455	0.539752	0.499	319.805	0	0	-0.0499173	59.3133	50
T	187	89	2.21817	47	42	0.00531887	3	2	0.0555272	0.0236889	0.506694	0.851	188.485	0	0	-0.0193032	103.699	99
T	82	82	23.3046	46	36	0	1	1	0.116475	0.00255429	0.5	1	29.6351	0	0	0.0137211	477.745	99
T	64	26	1.4314	20	6	0.0447694	3	3	0.0277785	0.0475027	0.584546	0.327	247.45	0	0	0.197727	22.9024	22
T	136	65	2.32018	24	41	0.0489476	1	1	0.037984	-0.0161444	0.574206	0.117	31.2253	0	0	-0.206367	78.8861	78
T	216	216	23.5986	108	108	0	15	3	0.0131966	3.50646e-06	0.5	1	633.516	0	0	3.73456e-08	1274.33	99
T	308	308	19.6774	148	160	0.0191077	1	6	0.105992	-0.00100913	0.5	1	16.608	0	0	0.0253758	1515.16	99
T	52	52	23.6547	16	36	0.0545355	3	3	0.0244272	0.00144881	0.5	1	330.113	0	0	-0.178276	307.511	65
T	86	34	1.33963	6	28	0.418891	18	1	0.02983	0.0276605	0.669005	0.022	339.515	0	0	-0.394628	28.8021	28
T	83	64	10.7228	19	45	0.0119033	3	1	0.0102304	0.0288333	0.597726	0.002	206.955	0	0	-0.383983	222.497	4
T	200	190	19.4464	118	72	0.00497488	15	1	0.0955938	0.000988016	0.501117	0.899	301.262	0	0	0.0613642	50	99
T	171	171	22.5272	99	72	0	1	2	0.0921648	0.0024167	0.5	1	25.0965	0	0	-0.019413	963.039	99
T	377	169	1.65864	85	84	0.0574986	3	1	0.0231023	0.065028	0.508978	0.754	131.182	0	0	0.238293	156.326	99
T	219	106	2.33767	63	43	0.0309721	3	0	0.00594252	0.0106594	0.569875	0.048	300.24	0	0	0.113705	127.988	99
T	58	58	23.3593	34	24	0	1	1	0.0477697	-3.54824e-05	0.5	1	292.216	0	0	0.0200576	338.71	71
T	61	60	13.4377	31	29	0	1	8	0.17105	0.0133201	0.508472	0.332	10.2064	0	0	-0.0944129	204.925	36
T	169	97	4.2112	60	37	0.00588201	4	1	0.00958602	-0.000917233	0.564038	0.061	261.575	0	0	0.110939	10	99
T	392	226	4.11329	142	84	0.0199995	3	3	0.0209391	0.00226849	0.500821	0.974	231.814	0	0	0.00544065	403.102	99
T	193	104	3.46264	48	56	0.110594	12	1	0.0170042	0.0226031	0.607236	0.001	226.141	0	0	-4.28865e-08	167.072	93
T	69	33	2.55196	28	5	0.0416609	18	1	0.0363027	0.0526985	0.695573	0.152	182.268	0	0	-0.424872	44.0213	43
T	399	209	2.50794	115	94	0.00249994	1	5	0.243257	-0.0279285	0.524048	0.283	14.5128	0	0	-0.0179123	250.167	99
T	159	159	23.6557	62	97	0.0479013	3	1	0.106811	8.85625e-05	0.5	1	334.544	0	0	0	940.315	99
T	51	29	4.72635	25	4	0.0377287	3	2	0.0411939	0.0726749	0.702646	0.01	120.286	0	0	0.302304	60.261	25
T	133	60	1.90528	46	14	0.00746213	3	2	0.0122352	0.022391	0.634624	0.013	191.122	0	0	0.226554	63.3507	63
T	30	30	22.9785	23	7	0.0322477	6	2	0.126103	0.0079351	0.5	1	26.8195	0	0	-0.0404935	50	99
T	162	89	3.70381	44	45	0	1	1	0.0161526	0.00702882	0.531438	0.411	282.056	0	0	0.0479694	150.004	74
T	182	182	21.7042	83	99	0.010869	1	2	0.108999	0.00119261	0.5	1	21.4527	0	0	-0.0126878	987.542	99
T	104	104	22.8808	81	23	0.0095229	1	1	0.0687853	0.000470636	0.5	1	87.6546	0	0	0	594.901	99
T	228	206	16.602	119	87	0.0617259	3	1	0.0457903	0.00120929	0.533104	0.001	233.023	0	0	-0.0690623	946.313	89
T	204	198	21.0586	123	75	0.00487781	3	2	0.0621436	0.00187849	0.50378	0.544	247.763	0	0	-0.0230266	1073.99	99
T	277	271	21.11	154	117	0.0513681	15	1	0.0795036	0.000888227	0.505178	0.278	300.741	0	0	-0.0870584	50	99
T	153	57	0.77192	21	36	0	1	0	0.0122033	0.0312823	0.531965	0.539	280.017	0	0	-0.0446641	29.5259	29
T	69	34	2.7974	27	7	0.0142837	2	2	0.0220722	-0.0104379	0.551839	0.559	62.3663	0	0	-0.0241737	48.2551	47
T	196	196	22.8858	107	89	0.00507588	1	2	0.176435	0.00146423	0.5	1	25.9842	0	0	-0.00198626	1121.41	99
T	198	198	23.0886	81	117	0.0917389	2	1	0.0839817	0.000160261	0.5	1	251.397	0	0	-0.0170152	1142.88	99
T	290	290	23.395	118	172	0.013605	1	1	0.0618236	0.00038517	0.5	1	29.7235	0	0	-0.00405854	1696.14	99
T	115	57	2.76472	21	36	0.0799936	4	1	0.018651	0.00422943	0.515117	0.758	322.854	0	0	0	79.4856	77
T	101	101	23.3978	67	34	0.0380916	1	1	0.0864492	6.94463e-05	0.5	1	253.369	0	0	0.0278767	590.795	99
T	38	38	23.4732	15	23	0	1	2	0.090629	0.00257289	0.5	1	28.4417	0	0	0	222.995	47
T	55	51	18.609	22	29	0.179078	2	1	0.221332	0.0153059	0.523456	0.261	57.104	0	0	-0.0380467	255.874	33
T	106	45	1.57941	19	26	0	3	0	0.0112605	0.0130964	0.517055	0.766	285.614	0	0	0.0167498	41.8544	41
T	230	186	11.8167	72	114	0	3	5	0.026122	0.00245764	0.566507	0	305.004	0	0	-0.143029	679.463	18
T	123	123	23.3812	58	65	0	1	0	0.0858289	0.00116692	0.5	1	35.2696	0	0	0.0150739	718.97	99
T	67	67	23.5168	39	28	0	1	1	0.145023	-0.00145151	0.5	1	32.9211	0	0	0.00490527	393.906	83
T	150	150	23.1586	84	66	0.00662208	3	1	0.00576626	3.64399e-06	0.5	1	298.645	0	0	-0.00562915	868.449	99
T	100	54	3.57419	21	33	0.0740672	13	2	0.023601	0.0223377	0.52004	0.694	349.958	0	0	0.0477398	89.3548	53
T	210	99	2.07544	56	43	0.0232547	6	3	0.0866442	0.0552542	0.501028	0.99	125.327	0	0	-0.175082	50	99
T	136	75	3.83622	41	34	0.0285694	3	7	0.0809092	-0.00796811	0.502569	0.935	37.4398	0	0	0.0291463	130.431	59
T	154	154	23.6004	85	69	0.0128197	1	0	0.0142185	1.26201e-05	0.5	1	358.9	0	0	-0.0056971	908.617	99
T	212	110	2.99272	44	66	0.0185177	3	2	0.0106562	0.0186855	0.508874	0.791	309.114	0	0	0.0518002	158.614	99
T	151	78	3.03901	47	31	0.013071	3	2	0.042493	0.0365026	0.506804	0.877	199.149	0	0	-0.000334675	114.723	91
T	77	43	4.1078	32	11	0.0374953	2	2	0.0311455	-0.00754898	0.505128	0.946	64.9993	0	0	0.0511332	79.0751	38
T	158	68	22.6339	16	52	0.0705841	3	1	0.0402768	0.0184026	0.5	1	56.9854	0	0	0.248625	894.038	58
T	240	107	1.703	50	57	0.0163928	2	1	0.0066926	0.0140151	0.54926	0.163	222.728	0	0	-0.0925748	102.18	99
T	211	189	16.0931	51	138	0.0321086	3	3	0.0431589	0.00540401	0.557317	0	235.236	0	0	-3.49349e-08	848.912	73
T	276	125	0.981922	62	63	0.0107523	1	7	0.120136	0.0472514	0.522106	0.492	6.91906	0	0	-0.105587	67.7526	67
T	252	217	14.3091	136	81	0.0194545	3	1	0.10161	0.00732805	0.508173	0.545	236.266	0	0	-0.0935555	901.471	55
T	102	59	4.51186	18	41	0.0555504	3	1	0.0181532	0.0284478	0.52138	0.653	270.335	0	0	0.0127492	115.053	39
T	298	298	23.6113	128	170	0.00996645	2	1	0.0122934	-3.79114e-06	0.5	1	329.218	0	0	0	1759.05	99
T	192	95	2.45991	34	61	0.00518108	1	0	0.00385279	0.0274824	0.551066	0.18	282.021	0	0	-0.116284	118.076	99
T	76	76	23.0035	52	24	0.0129853	5	1	0.226148	0.00160498	0.5	1	25.044	0	0	-0.0275334	50	99
T	74	39	3.49153	15	24	0.0263123	3	1	0.013706	0.0134766	0.562867	0.277	335.266	0	0	-0.130179	64.5932	46
T	189	111	4.4994	27	84	0.312716	6	1	0.0520017	0.0275012	0.560865	0.109	132.09	0	0	0.184646	212.597	60
