Class	BaseQRankSum	ReadPosRankSum	DP	FS	MQ	MQRankSum	QD	SOR	QUAL	GQ
T	2.235	-1.618	195	0	60	0	29.95	2.215	8316.73	99
T	0	-0.557	19	6.99	60	0	11.88	4.407	118.75	23
T	-1.213	0.309	84	4.717	60	0	17.2	1.27	1375.73	99
T	4.279	-1.505	11	0	60	0	33.16	2.494	364.73	33
T	0.748	-0.001	16	0	60	0	18.05	0.223	270.73	99
T	-1.208	-1.039	199	0	60	-0.844	27.37	0.811	7901.73	99
T	-1.783	-1.424	28	2.796	60	0	12.44	2.115	261.14	69
T	-1.645	-1.036	6	0	60	0	9.46	0.693	56.73	94
T	1.996	-2.233	75	0	60	0	3.94	0.791	263.73	99
T	-0.61	-0.918	84	0	60	-7.329	28.71	1.497	2960.73	99
T	2.465	0.728	20	10.17	60	0	16.91	3.737	236.73	99
T	-1.25	-1.147	72	0	60	0	11.17	0.624	692.73	99
T	-0.174	0.085	44	0	52.45	-2.127	30.71	1.609	1740.73	99
T	0	0.625	21	1.808	60	0	12.37	1.104	259.73	99
T	-0.591	0	337	0	59.4	0	29.24	0.823	12206.7	99
T	0.839	-11.095	7	0	60	0	31.97	4.174	223.77	21
T	0.121	-2.412	75	0	60	0	33.48	2.4	2744.73	99
T	1.545	1.65	77	0	60	0	29.21	0.772	2841.73	99
T	0.497	0	9	0	60	0	12.53	0.804	112.73	64
T	2.025	-0.359	30	0	60	0	33.01	0.914	746.73	54
T	1.068	0.345	10	0	60	0	31.95	3.258	403.74	30
T	-0.967	-0.21	4	0	60	0	30.42	1.179	127	12
T	2.287	-0.486	112	0	60	0	28.17	1.061	5341.73	99
T	-1.115	-0.531	55	2.354	60	0	19.12	0.407	1051.73	99
T	0.519	0.144	181	4.554	60	0	21.26	0.74	3507.73	99
T	0.121	-2.412	74	0	60	0	34.91	1.257	2548.73	99
T	1.168	-0.223	154	4.891	60	0	17.38	1.179	2485.73	99
T	-1.287	-0.136	74	0	60	0	22.69	0.73	1474.73	49
T	0.359	-1.711	4	0	60	0	33.5	3.258	134	12
T	1.65	-0.171	115	0.751	60	0	19.24	0.804	2154.73	99
T	0.594	2.227	65	0	60	0	22.82	0.593	1437.73	99
T	0.494	-0.412	83	0.891	60	0	16.31	0.568	1337.73	99
T	0.517	-4.405	146	0	60	-0.873	27.35	2.964	6626.73	99
T	0.122	-1.165	58	8.397	60	0	12.56	2.247	602.73	99
T	-0.078	1.395	12	0	60	0	30.23	1.445	362.73	36
T	1.223	-1.568	12	0	60	0	31.98	3.442	351.73	33
T	-1.971	-1.269	156	0.639	60	0	22.98	0.804	3423.73	99
T	0.985	-1.588	51	0	60	0	9.15	1.022	356.73	99
T	1.603	1.141	210	4.053	60	0	24.63	0.984	7924.73	99
T	0.971	0.928	20	0	60	0	29.16	1.127	709.73	60
T	0.027	1.414	50	4.041	60	0	33.62	2.67	1496.9	14
T	0.594	0.872	57	4.746	60	0	21.54	0.247	1098.73	99
T	-0.199	-1.544	21	0	60	0	22.14	0.61	442.73	99
T	0.553	-0.109	11	0	60	0	14.07	0.551	154.73	99
T	-1.465	-0.949	24	0	60	0	33.74	4.091	809.73	72
T	1.594	1.585	79	3.866	60	0	17.09	1.322	1298.73	99
T	0.132	-1.07	105	1.773	60	0	20.44	0.519	2145.73	99
T	1.856	-0.281	13	0	60	0	30.39	1.445	364.73	36
T	0.523	-2.251	94	0.92	60	0	21.94	0.831	1930.73	99
T	-0.662	-1.375	132	0	60	0	34	0.976	4058.73	99
T	0.856	1.535	82	0	60	0	26.69	0.906	1894.73	99
T	-0.809	-1.811	152	3.492	60	0	13.02	0.379	1705.73	99
T	0.667	0.48	115	0	60	0	18.89	0.642	1605.73	99
T	-0.967	-0.21	93	0	60	0	27.52	0.765	3767.73	99
T	-0.217	0.697	153	0	60	0	26.33	1.334	6827.73	99
T	1.791	-1.063	151	0	60	0	14.76	0.744	2199.73	99
T	0.63	-1.155	144	11.145	60	0	12.34	1.527	1640.73	99
T	-0.117	-0.395	63	0	59.97	-1.109	7.68	0.61	391.73	99
T	1.101	2.61	51	3.553	60	0	12.08	1.431	434.73	99
T	2.314	0.432	200	0	60	0	27.77	1.586	8672.73	99
T	1.483	-0.028	27	0	60	0	12.06	0.317	325.73	99
T	0.971	0.928	120	0	60	0	28.68	1.131	4683.73	99
T	0.89	1.382	103	0	60	0	17.56	5.136	210.74	27
T	-1.036	0.189	149	0	60	0	32.59	1.574	5904.73	99
T	0.889	-3.307	24	3.741	60	0	11.53	1.584	276.73	99
T	-1.403	1.198	22	0	60	0	27.22	3.056	692.94	13
T	-0.213	-0.837	95	0	60	0	34.93	0.982	3213.73	99
T	2.827	0.993	307	0	59.92	0	26.48	2.956	10918.7	99
T	-0.523	0.694	55	0	60	0	26.07	1.101	1975.73	94
T	1.504	0	59	0	60	0	28.72	0.457	2380.73	99
T	0.467	0.046	197	0	60	0	28.87	0.948	6833.73	99
T	0.39	-1.3	2	0	60	0	26.85	0.693	53.7	6
T	-0.839	-0.632	52	0	60	0	33.84	1.244	1759.73	99
T	-0.571	0.765	8	0	60	0	28.47	3.912	170.8	18
T	0.853	0.323	38	0	60	0	26.15	2.694	810.73	93
T	-0.335	-1.676	229	0	55.38	0	29.26	1.159	5925.73	99
T	-2.718	2.397	92	1.662	60	0	17.23	0.535	1584.73	99
T	-0.892	-0.74	51	0	60	0	29.84	1.157	1854.73	99
T	-0.134	1.833	125	0.683	60	0	10.57	0.612	1268.73	99
T	1.005	1.242	63	1.084	60	0	8.25	0.885	453.73	99
T	2.426	-0.48	201	0	59.95	0	24.84	1.173	7729.73	99
T	1.589	0.011	156	0	60	0	33.55	1.112	4897.73	99
T	0	-0.431	3	0	60	0	14.58	1.179	43.73	79
T	-0.104	-1.366	90	0	60	0	30.27	1.413	3518.73	45
T	1.991	1.125	46	0	60	0	30.83	0.467	1592	12
T	-1.213	-0.506	90	0	60	0	19.64	0.602	1590.73	99
T	4.897	-0.592	82	0	59.8	0	13.1	0.786	1034.73	99
T	-2.186	1.392	145	0	60	0	30.17	1.155	6720.73	99
T	-1.482	-1.149	39	0	60	0	22.4	0.473	716.73	43
T	-1.253	-0.91	56	0	60	0	2.32	0.495	62.73	99
T	-1.323	2.989	138	2.243	60	0	17.72	0.503	2391.73	99
T	0.898	-0.286	104	17.257	60	0	16.01	0.304	1488.73	99
T	1.203	1.028	353	0	60	0	29.04	1.445	10162.7	99
T	0.862	0.517	3	0	60	0	32.75	1.179	98.25	9
T	1.418	0.309	73	1.071	60	0	7.78	0.468	474.73	99
T	0.515	-1.706	10	0	60	0	34.97	3.258	349.73	33
T	-0.291	-0.704	25	0	60	0	32.21	2.494	1036.73	72
T	0.262	-1.68	43	0	60	0	28.13	1.259	1534.73	99
T	-0.119	-0.608	134	2.576	59.71	0	17.82	1.002	2263.73	99
T	-0.398	-2.578	89	2.133	60	0	15.23	0.469	1248.73	99
T	-0.523	-1.364	159	0	60	0	31.5	1.1	5759.73	99
T	-0.102	0.118	135	0	60	0	31.37	1.301	5108.73	99
T	0.428	1.681	114	9.579	60	0	14.89	1.616	1697.73	99
T	1.041	0.504	42	0	60	0	31.14	2.038	1798.73	99
T	0.444	0.748	47	0	59.59	0	34.57	3.912	887.73	69
T	2.029	0.475	301	0	60	0	26.04	0.646	7630.73	99
T	0.377	-0.181	52	1.083	59.89	0.911	15.66	0.822	798.73	99
T	1.775	-0.243	118	3.719	60	0	11.57	1.503	1052.73	99
T	1.632	-1.345	123	2.303	60	0	25.49	0.405	2319.73	99
T	2.403	1.609	14	0	60	0	31.1	2.303	491.73	35
T	-1.302	-0.241	204	0	59.85	0	27.64	1.571	6989.73	99
T	0.247	-0.983	108	8.578	60	0	30.01	0.065	3595.73	82
T	0.71	-0.385	57	0	60	0	36.6	1.047	2467.73	99
T	2.298	0.437	14	0	60	0	33.56	4.804	401.74	30
T	2.734	1.773	52	4.67	60	0	13.44	0.227	631.73	99
T	0.284	-0.733	40	0	60	0	12.26	0.61	367.73	99
T	0.747	0.531	9	0	60	0	30.46	0.892	350.73	33
T	-0.769	0.353	97	0	60	0	34.33	3.706	2437.73	99
T	-1.198	-0.126	112	3.424	59.85	0	30.37	0.553	4401.73	99
T	-1.058	-0.73	71	0	60	0	28.01	1.044	2734.73	92
T	1.106	0.86	2	0	60	0	15.35	0.693	30.71	6
T	-0.59	-2.984	85	3.553	60	0	8.64	1.254	725.73	99
T	2.672	-1.268	184	2.407	60	0	29.03	1.225	6607.73	99
T	0.26	0.117	106	14.923	60	0	19.06	2.187	1943.73	99
T	0.573	-1.426	4	0	60	0	20.42	2.833	61.25	9
T	1.075	-1.203	7	0	60	0	34.11	1.609	238.77	21
T	1.534	-1.523	190	0	60	0	29.4	0.915	7028.73	99
T	-0.165	0.319	89	0	60	0	16.85	0.678	1263.73	99
T	-0.642	-0.77	28	0	60	0	11.31	0.693	248.73	99
T	0.569	0.337	80	0	59.92	0	29.29	2.4	2628.73	99
T	3.02	1.888	142	5.585	60	0	16.06	1.167	1958.73	99
T	-0.795	-0.296	6	0	60	0	30.97	1.329	185.8	18
T	-0.998	-2.02	80	0	60	0	16.27	0.548	992.73	99
T	2.745	-0.499	116	11.654	60	0	16.03	1.776	1730.73	99
T	-1.434	-0.182	98	0.992	59.95	-0.971	9.7	0.569	717.73	99
T	1.911	-0.978	36	0	60	0	15.87	0.859	523.73	99
T	-0.872	-0.366	11	2.73	60	0	6.77	0.169	67.73	99
T	0.975	-1.09	356	0	60	0	32.27	0.258	15399.7	99
T	-0.565	0.242	175	0	60	0	32.73	1.516	6997.73	99
T	1.068	-0.366	69	8.365	60	0	17.25	0.577	1155.73	99
T	-0.133	-1.546	40	1.418	60	0	26.29	1.162	1051.73	99
T	1.587	-0.311	15	0	60	0	28.72	3.912	573.73	42
T	2.194	-0.791	222	0	60	0	32.53	1.212	9278.73	99
T	-1.645	-1.645	26	0	60	0	34.3	4.255	891.73	78
T	-0.249	-0.013	99	0	60	0	26.27	0.693	4116.73	99
T	-2.103	0.187	51	1.372	60	0	12.62	0.436	605.73	99
T	0.368	0.324	206	0	59.94	0	32.69	1.685	8733.73	99
T	1.634	0.338	85	1.93	59.67	-1.206	22.28	0.963	1782.73	99
T	0.342	1.798	33	5.465	60	0	6.87	2.139	226.73	99
T	0.235	0	29	0	59.42	0	24.19	1.179	483.73	99
T	1.046	0.193	132	0	60	0	28.96	0.708	4838.73	99
T	0.38	0.839	26	0	60	-3.823	30.76	0.776	811.73	72
T	0.402	0.42	10	0	60	0	27.09	4.407	216.75	24
T	1.785	-2.679	2	0	60	0	19.35	2.303	38.7	6
T	0.273	-1.772	31	0	60	0	13.11	1.051	314.73	99
T	0.263	0.145	25	0	60	0	29.27	1.23	614.73	99
T	0.185	1.396	83	0	59.98	0	31.21	2.235	1615.73	99
T	-0.17	-1.075	98	0	60	0	25.04	0.714	3413.73	99
T	-0.153	2.517	18	2.218	60	0	23.93	1.802	406.73	99
T	-2.099	-0.833	83	0	60	0	30.3	1.165	3554.73	99
T	-0.25	1.109	190	0	59.89	0	27.47	5.846	5921.73	99
T	-0.133	0.74	202	0	60	0	33.4	0.976	8563.73	99
T	-1.946	-0.848	55	1.957	60	0	21.95	1.402	987.73	37
T	0.436	-3.358	75	0	60	0	11.54	0.776	853.73	99
T	-1.3	0.112	88	0.981	60	0	13.27	0.935	1127.73	99
T	0.649	1.779	2	0	60	0	26.85	2.303	53.7	6
T	-1.712	-0.419	14	0	60	0	34.62	2.303	484.73	42
T	-0.973	-0.178	44	3.062	60	0	17.79	0.299	782.73	99
T	1.438	-0.497	66	7.955	60	0	20.5	0.105	1188.73	99
T	-1.043	-1.274	51	0	60	0	33.32	1.421	1632.73	99
T	3.049	1.559	46	5.519	60	0	19.09	1.755	820.73	99
T	-0.696	-0.308	25	0	60	0	18.42	0.582	423.73	99
T	0.699	-1.047	40	0	60	0	15.09	0.452	603.73	99
T	3.542	-0.204	25	0	60	0	29.84	3.716	596.73	60
T	0.179	-1.935	207	5.006	60	0	17.77	0.534	3429.73	99
T	-1.894	0.29	200	5.265	59.97	0	13.03	1.057	2540.73	99
T	-0.603	-0.735	11	0	60	0	33.91	4.977	421.73	39
T	1.273	0.998	18	6.264	60	0	9.88	2.833	108.73	99
T	-0.486	0.02	48	1.546	60	0	4.41	0.364	158.73	99
T	-0.642	-0.77	11	0	60	0	29.31	3.442	457.73	33
T	0.513	0.297	61	0	60	0	34.04	2.885	1497.73	92
T	-1.231	0.106	53	0	60	0	29.88	1.828	1314.73	99
T	2.517	0.712	103	1.719	60	0	20.13	0.481	1972.73	99
T	1.665	-0.071	42	0	60	0	12.37	0.892	259.73	99
T	-0.293	1.146	64	2.574	59.74	1.901	13.06	2.066	391.73	30
T	1.693	1.491	89	7.278	59.67	0	14.64	0.835	834.73	99
T	-0.494	-0.748	42	0	54.43	0	30.84	3.003	1468.73	99
T	-0.61	-0.918	139	0	60	-7.329	32.07	2.093	4168.73	99
T	-0.162	0.389	117	4.652	59.58	-2.099	20.9	0.379	2445.73	99
T	-0.935	-0.307	12	0	60	0	14.73	0.269	176.73	99
T	0.149	0.588	97	0	60	0	31.74	1.634	4238.73	99
T	0.953	0.273	4	0	60	0	31	3.258	124	12
T	1.508	0.307	85	0	60	0	29.03	1.981	3021.73	99
T	1.104	0.74	11	0	60	0	27.92	1.609	369.74	30
T	-1.102	-0.433	77	0	60	0	30.29	0.774	2748.73	99
T	-1.654	-1.535	107	0	59.63	-1.833	19.05	0.764	1809.73	99
T	0.582	-0.213	121	0	60	0	32.29	0.818	4370.73	99
T	0.758	-1.939	46	2.926	60	0	17.64	0.33	758.73	99
T	1.42	-0.196	218	0	60	0	31.04	0.79	7159.73	55
T	-0.808	0.573	83	1.281	60	0	22.34	0.476	1407.73	99
T	-1.778	-0.694	111	2.558	60	0	14.56	0.555	1543.73	99
T	0.398	-1.601	112	1.607	60	0	16.84	0.521	1835.73	99
T	0.348	1.373	88	0	60	0	33.38	0.863	3197.73	99
T	0.412	0.765	20	7.16	60	0	14.9	0.042	193.73	99
T	0.962	2.166	111	0	60	-0.887	24.46	4.781	3337.73	99
T	1.852	-0.145	28	10.837	60	0	15.03	0.353	360.73	99
T	1.508	0.307	11	0	60	0	29.56	3.442	457.73	33
T	0.663	-2.056	160	2.001	60	0	22.7	0.883	3586.73	99
T	-0.373	-0.173	54	1.102	60	0	22.09	0.91	1104.73	99
T	0.757	0.51	143	3.423	60	0	9.35	1.041	1093.73	99
T	1.046	0.193	253	0	60	0	29	1.429	10819.7	99
T	0.94	0.842	163	0.66	60	0	24.46	0.776	3693.73	99
T	-0.141	1.498	243	0	60	0	31.98	0.967	6472.73	99
T	0.915	1.469	83	1.863	60	0	17.13	0.978	1370.73	99
T	1.398	-1.773	17	0	60	0	22.98	0.446	390.73	99
T	0.284	-0.733	87	0	60	0	32.49	0.693	3168.73	99
T	0	-0.792	27	1.674	60	0	17.61	0.269	422.73	99
T	0.971	0.928	148	0	60	0	30.4	1.186	6511.73	99
T	0.189	-1.369	86	0	60	0	32.76	1.329	3059.73	99
T	1.65	-2.769	88	0	60	0	34.33	0.883	1850.73	99
T	0.436	0.627	9	0	60	0	32.47	1.863	259.75	24
T	-0.65	-1.647	128	0	60	0	30.77	1.524	3322.73	99
T	1.026	-7.682	297	6.397	60	0	8.44	0.443	2438.73	99
T	0.835	-1.012	97	2.887	60	0	13.17	0.686	1264.73	99
T	1.494	-0.528	95	3.961	60	0	17.03	0.378	1566.73	99
T	0.198	-1.005	96	6.93	60	0	14.55	0.26	1352.73	99
T	-0.812	0.137	110	0	60	-0.05	25.38	1.641	3098.73	99
T	-0.839	1.75	62	0	60	0	32.87	1.143	2283.73	99
T	4.279	-1.505	74	0	60	0	27.28	1.451	2490.73	99
T	1.587	-0.311	338	0	59.87	0	32.55	1.026	11871.7	99
T	1.593	0.464	12	3.522	60	0	17.86	2.303	160.73	99
T	0.319	0.674	9	0	60	0	30.34	2.833	242.76	22
T	-0.866	-0.068	50	15.25	60	0	9.26	3.486	379.73	99
T	0.068	-0.237	131	1.575	59.64	0	5.25	0.314	409.73	99
T	-1.545	-0.594	183	2.606	58.96	-4.211	18.19	0.693	1800.73	99
T	0.583	0.976	55	0	60	-0.79	24.15	0.931	2430.73	99
T	-5.882	-2.079	133	0	60	0	27.87	0.845	4412.73	99
T	1.496	-4.431	145	3.638	60	0	27.81	2.344	4942.73	99
T	0.444	0.748	177	2.707	60	0	16.55	0.496	2896.73	99
T	0.261	0.878	85	0	60	0	6.59	0.674	546.73	99
T	-0.297	-0.156	35	1.817	60	0	15.16	1.189	530.73	99
T	-0.169	-1.388	137	0.76	60	0	26.08	0.555	2842.73	99
T	1.323	-0.016	85	2.881	60	0	33.45	0.208	2776.73	99
T	-0.175	-1.323	394	2.679	60	0	5.89	0.855	1785.73	99
T	1.285	-0.707	358	0	60	0	33.72	0.836	15492.7	99
T	1.303	-0.947	59	2.143	60	0	17.09	1.532	734.73	99
T	0.277	-0.534	259	0	60	0	31.63	0.778	12775.7	99
T	0.02	0.143	28	0	60	0	32.43	1.382	1085.73	84
T	2.355	3.141	115	0	60	0	33.64	1.029	4552.73	99
T	-2.189	-0.637	11	0	60	0	10.97	1.085	109.73	92
T	1.629	0.216	389	0	59.85	0	32.86	0.761	14111.7	99
T	2.443	-1.763	3	0	60	0	32.75	1.179	98.25	9
T	-1.712	-0.419	131	0	60	0	33.01	0.79	5126.73	99
T	0.971	-0.701	63	0	60	0	29.57	1.123	2271.73	99
T	0.937	3.607	34	3.724	59.51	1.226	17.2	2.215	567.73	99
T	0.396	-0.608	21	1.808	60	0	14.65	1.276	307.73	99
T	-0.133	0.74	46	1.238	60	0	8.73	1.061	357.73	99
T	-0.845	-0.44	33	1.576	60	0	21.99	0.43	593.73	99
T	0.763	1.116	77	0	60	0	29.21	1.545	2073.73	99
T	-0.166	2.053	30	1.828	60	0	20.71	1.508	517.73	99
T	1.101	2.61	128	0	60	0	26.03	1.085	5400.73	99
T	0.097	-0.847	46	0	60	0	28.17	0.551	1566.73	86
T	2.445	0.02	72	2.967	60	0	32.92	0.171	2040.73	99
T	0.007	-2.166	13	0	60	0	30.48	3.611	365.73	36
T	-1.006	0.842	7	0	60	0	12.96	1.022	90.73	91
T	1.624	1.428	38	0	60	0	34.64	0.892	865.73	61
T	0.271	2.578	115	3.808	60	0	14.14	0.385	1470.73	99
T	0.078	-1.793	9	0	60	0	34.3	3.056	308.74	30
T	-1.722	-0.64	109	5.189	60	0	19.21	0.333	1978.73	99
T	-1.126	-1.071	48	0	59.56	0	31.13	3.545	1396.73	99
T	0.161	-1.471	69	0	60	0	28.94	0.784	2877.73	99
T	0.662	-0.411	63	0	60	0	35.49	1.179	2462.73	99
T	1.824	0.801	273	4.39	60	0	14.82	0.433	3096.73	99
T	-0.139	-3.405	10	0	60	0	30.88	1.609	374.74	30
T	0.821	0.361	97	0	60	0	33.16	0.802	3149.73	99
T	-0.022	1.051	142	1.451	60	0	16.68	0.537	2284.73	99
T	0.44	-2.205	84	6.686	60	0	24.33	2.649	1897.73	99
T	-2.013	-1.997	109	0	60	0	34.07	2.811	3474.73	99
T	-0.041	-1.435	139	3.885	60	0	27.69	2.5	3488.73	99
T	-1	-0.16	69	0	60	0.127	28.63	2.973	2794.73	99
T	-2.033	-1.405	34	0	60	0	32.86	4.615	295.74	29
T	0.647	-7.262	82	0	60	0	37.99	0.781	2654.73	99
T	0.269	-0.823	110	0	60	0	30.57	2.12	2659.73	99
T	0.757	-1.352	75	18.963	60	0	13.6	0.544	788.73	99
T	-0.489	-0.914	117	7.77	60	0	12.27	0.971	1361.73	99
T	-1.36	0.309	56	0	60	0	33.76	0.841	1890.73	99
T	-0.078	1.11	116	1.955	60	0	32.67	0.372	3662.73	88
T	-0.194	0.395	186	0	60	0	29.25	1.927	6781.73	99
T	0.22	0.126	140	0	59.93	0	19.02	1.017	1883.06	11
T	-0.417	-0.109	39	0	60	0	13.28	0.536	517.73	99
T	-0.992	0.07	192	0	60	0	28.35	1.405	5018.73	99
T	1.703	0.594	45	0	60	-0.578	29.78	1.88	1652.73	99
T	-0.168	0.955	34	0	60	0	37.93	1.609	1505.73	99
T	-1.335	-1.829	134	5.793	60	0	19.7	0.309	2482.73	99
T	2.235	-1.618	193	0	59.98	0	23.88	2.177	8125.73	99
T	0.806	-0.27	59	0	60	0	28.36	1.101	2447.73	99
T	1.122	-2.068	31	0	59.58	0	34.56	1.179	967.73	84
T	0.626	-0.352	105	0	59.71	0	28.73	0.714	3015.73	99
T	-1.011	-0.854	104	0.871	60	0	17.76	0.536	1367.73	99
T	2.174	1.61	30	0	60	0	26.98	3.767	350.73	99
T	-0.856	0.337	185	8.324	60	0	19.37	0.316	3176.73	99
T	-0.514	-0.414	8	0	60	0	9.22	0.368	73.73	99
T	-0.474	-2.401	110	0	60	0	11	0.749	1132.73	99
T	0.279	-2.178	163	0	60	0	32.37	1.684	6295.73	99
T	-0.318	0.526	162	1.322	60	0	14.88	0.818	2380.73	99
T	0.725	0.79	63	0	60	0	24.61	1.536	2263.73	99
T	0.063	-3.948	63	12.559	60	0	11.32	2.357	667.73	99
T	1.944	-0.473	86	0	60	0	32.93	1.013	2831.73	99
T	1.715	0.338	88	0	60	0	27.19	1.721	3122.73	99
T	1.084	2.953	198	0	60	0	33.69	1.265	7601.73	99
T	-0.078	-1.238	28	0	54.1	0	26.21	1.382	1001.73	84
T	0.018	-1.563	181	1.279	60	0	19.84	0.576	3571.73	99
T	-2.216	1.169	224	8.205	60	0	15.34	0.345	3205.73	99
T	1.764	0.048	19	0	60	0	27.78	5.784	677.73	51
T	2.332	-1.083	206	1.162	59.97	0	11.28	0.572	2300.73	99
T	-2.064	-1.367	174	0	60	0	34.56	2.288	6210.73	99
T	-0.134	-2.361	105	2.67	60	0	12.22	0.467	1172.73	99
T	0.402	3.154	58	2.955	60	0	19.64	0.307	1099.73	99
T	0.297	-0.976	121	0.748	60	0	10.46	0.56	1129.73	99
T	-0.188	-1.225	213	0	60	0	29.7	0.505	6147.73	99
T	0.535	0.665	57	0	60	0	25.09	0.853	1354.73	99
T	3.02	0.467	65	5.321	60	0	11.36	1.732	715.73	99
T	1.536	-0.152	242	0	60	0	17.1	0.66	3967.73	99
T	1.292	0.135	9	0	59.57	0	5.97	0.818	47.73	85
T	1.515	-1.042	13	0	60	-1.547	28.31	1.445	339.73	36
T	-0.568	-1.867	57	0	59.7	-1.402	14.83	0.693	830.73	99
T	-0.452	1.952	7	0	60	0	31.09	2.584	270.77	21
T	-0.763	0.135	73	28.915	60	0	20.97	1.115	1383.73	99
T	1.33	0.319	125	0	60	0	28.11	0.981	4552.73	99
T	0.297	-0.976	4	0	60	0	26.44	3.258	143	12
T	-0.839	1.75	59	0	60	0	28.8	1.302	2046.73	99
T	-1.645	-1.645	5	0	60	0	16.55	0.223	82.73	96
T	4.823	0.096	45	0	60	0	34.53	0.737	1553.73	99
T	-0.266	-1.222	34	0	60	0	17.86	0.434	553.73	99
T	0.306	1.014	60	3.441	60	0	30.82	0.595	2224.73	99
T	0.129	-5.67	146	0.617	60	0	19.03	0.775	2759.73	99
T	1.335	-0.038	77	0	60	0	30.54	1.644	3072.73	99
T	-0.466	-1.365	39	0	60	0	22.33	1.214	736.73	99
T	0.301	-0.007	117	3.627	60	0	14.51	0.325	1479.73	99
T	0.763	1.116	83	0	60	0	27.96	2.038	2040.73	99
T	-0.072	-3.191	46	3.093	60	0	17.93	0.685	591.73	99
T	0.459	0.842	92	0	60	0	16.1	0.696	1271.73	99
T	2.554	-2.182	99	0	59.95	0	28.32	1.112	1425.73	88
T	0.312	-2.386	57	0	60	0	10.88	0.656	576.73	99
T	1.576	-3.255	159	0	60	0	30.41	0.885	3344.73	99
T	-0.062	0.143	150	3.64	60	0	21.06	1.068	2843.73	99
T	-0.346	-0.695	93	0	60	0	19.66	0.746	1788.73	99
T	2.76	-1.827	164	0.579	60	0	17.18	0.612	2817.73	99
T	0.091	0.408	274	3.928	60	0	17.05	0.482	3903.73	99
T	-0.324	0.167	115	16.343	60	0	15.93	0.14	1624.73	99
T	0.527	-0.948	401	2.744	60	0	17.2	0.851	6724.73	99
T	-0.796	0.445	108	0	59.34	-0.202	28.95	5.353	2790.73	99
T	-0.842	-1.834	10	3.979	60	0	12.62	2.225	75.73	99
T	-0.903	1.117	101	0	60	0	27.67	1.705	4014.73	99
T	2.732	2.721	113	0	60	0	29.15	1.029	4504.73	99
T	-5.882	-2.079	198	1.125	60	0	19.18	0.598	3740.73	99
T	-0.494	-0.748	39	1.36	60	0	18.74	1.022	730.73	99
T	0.39	-1.3	149	2.15	60	0	17.24	0.884	2448.73	99
T	0.184	-0.015	196	0	60	0	31.13	1.053	6992.73	99
T	0.853	0.323	72	14.354	60	0	19.28	2.314	1368.73	99
T	1.896	0.949	169	14.513	60	0	17.87	1.601	2912.73	99
T	0.861	-0.919	28	0	60	0	34.98	5.136	419.73	99
T	0.63	-1.155	98	0	60	0	30.25	1.994	3435.73	99
T	-0.528	-0.973	60	0	60	0	20.41	0.437	1183.73	99
T	-2.144	0.201	35	0	60	0	23.82	1.418	1231.73	99
T	0.284	1.302	51	1.606	59.67	0	20.81	1.127	582.73	99
T	1.4	-0.189	118	6.761	60	0	17.14	1.367	1988.73	99
T	1.285	2.364	354	0	59.92	0	33.77	0.979	15348.7	99
T	5.441	2.217	44	0	60	0	30.07	3.467	1645.73	99
T	0.241	-1.18	2	0	60	0	24.35	2.303	48.7	6
T	-0.594	-0.906	192	0	60	0	29.91	1.408	8195.73	99
T	2.003	1.294	176	0	59.85	-0.256	21.07	0.56	2991.73	71
T	0.234	0.687	130	0.695	60	0	12.59	0.816	1573.73	99
T	-0.276	1.279	48	0	60	0	33.45	1.931	1680.73	99
T	0.959	-4.513	138	0.688	60	0	16.38	0.608	1916.73	99
T	1.408	2.098	192	3.312	60	0	18.54	0.498	3466.73	99
T	0.456	0.073	202	0	60	0	32.2	0.852	9006.73	99
T	0.468	0.93	15	0	60	0	11.78	0.527	176.73	99
T	1.741	2.601	46	3.089	60	0	27.86	1.009	1058.73	99
T	1.508	0.307	184	0	60	0	30.82	1.723	5270.73	99
T	1.816	0.797	181	0	59.89	-1.111	27.91	1.891	5983.73	99
T	1.092	-0.047	18	2.112	60	0	9.93	1.329	178.73	99
T	2.167	0.953	163	0	60	0	27.89	0.758	6999.73	99
T	-0.461	0.305	99	0	59.75	-2.418	29.03	5.486	1281.73	99
T	-0.123	-0.901	27	0	60	0	32.15	3.528	803.73	75
T	0.198	-10.564	134	0.662	60	0	20.92	0.611	2635.73	99
T	-0.643	-0.83	22	2.522	60	0	16.9	0.877	219.73	55
T	-1.804	0.101	4	0	60	0	33.08	1.179	99.25	9
T	-1.061	-1.159	32	0	60	0	15.25	1.075	228.73	99
T	-5.054	0.453	60	5.599	60	0	16.15	1.46	952.73	99
T	0.782	-2.963	135	0	59.96	0	21.63	0.659	2725.73	99
T	0.721	-0.111	188	0	60	0	32.06	0.769	6455.73	99
T	-0.139	-3.405	7	0	60	0	28.66	3.912	219.8	18
T	0.227	-0.977	100	0	60	-6.814	29.54	1.202	3625.73	99
T	1.3	1.421	46	0	60	0	34.71	1.055	1492.73	99
T	-0.44	2.571	31	0	60	0	31.55	2.694	1115.73	93
T	0.189	-1.369	71	0	60	0	16.96	0.824	1000.73	99
T	-0.347	-0.124	141	0	60	0	28.14	0.77	6087.73	99
T	1.37	-0.909	117	0	60	0	34.97	2.364	4335.73	99
T	-0.56	1.209	118	4.564	60	0	26.68	2.921	2907.73	99
T	1.229	-0.275	490	0.995	60	0	19.36	0.914	6077.73	99
T	-0.822	0.027	32	0	60	0	32.37	0.957	1035.73	96
